"speaker_id"	"text"	"start_time"	"stop_time"	"transcript"	"audio"	"pitch_mean"	"advocate_name"	"advocate_role"	"type"	"gender"
"Antonin_Scalia"	"I understand. I'm just saying we ought to get a different test, and let's -- let's get rid of this. If we agree with you, let's get rid of this practically capable test, because practically capable, frankly, would make us come out the other way in this case."	83.634	98.061	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	169.354252771503	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--With all due respect, I don't think that's correct. In Evansville in 1926, this Court used that exact phrase, practical capability. And it assessed that practical capability by looking at “ the function of the structure ”. Again and again, in Evansville and other cases, this Court asked, was the function of the structure to carry people or things across water."	98.061	117.123	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	161.831136544257	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"Well, that just has -- I understand that argument. It's got no connection whatever to the statutory language, right?"	117.123	123.843	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	140.397874673292	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"Well, I think the word capable obviously is in the statute. And what this Court said as recently as Stewart is that capable--"	123.843	130.615	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	152.330914665285	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"Capable is in the statute, purpose is not, right?"	130.615	133.151	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	145.026853619531	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--Correct. And what this Court said in Stewart is that capable means practically capable, not theoretically capable. There's a range of how broad the word capable can be. And again, going back over a century, every single time this Court's been confronted with that question, it's used the term function to describe whether or not something is practically capable of carrying people or things over water."	133.151	155.498	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	146.739815673695	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Ruth_Bader_Ginsburg"	"You -- you describe cases with this purpose -- or function, but the briefs cited the district court decision, Sea Village Marina, that says floating homes like the one here that can be towed and are not in the business of carrying people or goods, but can be towed miles across the water, that those constitute vessels. And this district court decision, Sea Village Marina, cited many, many cases. And you say that that district judge got it wrong, or the cases were wrong?"	155.498	203.544	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	143.276631826138	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"Justice Ginsburg, I think there's a confusion of terminology that I hope I can -- that I hope I can straighten out at the outset. The term floating home is generally described to mean a residence that is designed to sit still and is not designed to carry people or things over water. The term houseboat is something that is self-propelled, generally moves people or things over water. What happened in the Sea Village Marina case, to my understanding, is the Court simply used the wrong term. It cited a lot of cases that held that houseboats, as we describe a houseboat as something that is designed to move its owner and the owner's things from here to there, are vessels. And we don't dispute that. But on the other hand, you have something called floating homes, which the brief filed by the Seattle and Sausalito floating homes associations give a very thorough description of what a floating home is and how it's different. And a primary way that it's different is that, as opposed to a houseboat, which is doing its function, it's doing its job when it's moving things from place to place, a floating home can't function when it's out in the water being towed. None of the utilities work, none of the power, no equipment is aboard to do anything--"	203.544	272.273	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	160.912106540633	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"Well, but in -- in your brief, I really lost count, but I think it's six times on the first two pages, you talk about indefinitely moored. Now, the facts are in dispute, and we're not quite clear of the facts, but let's assume that this magnificent structure is -- which was mercifully destroyed -- let's assume that it was attached to the dock by a rope, a garden hose and an extension cord, and that it could leave within 30 minutes notice. Is that indefinitely moored? And if the answer is yes, is that because of subjective intent of the owner?"	272.273	320.504	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	120.017756786026	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--Justice Kennedy, it would be indefinitely moored. That's the term this Court used in Stewart to describe whether something was being used to transport people or goods. It had said -- I have to emphasize that some of the assumptions we do in fact dispute in your hypothetical. But the fact that it sat still for three years performing its function as a stationary residence shows that it was indefinitely moored. The importance of indefinite mooring, though, I want to emphasize, is actually less important in this case than it might be if this were a dead ship case, where you had something that was concededly a vessel--"	320.504	352.725	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	161.204806339518	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"But suppose--"	352.725	353.375	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--then the question--"	353.375	354.058	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"--you know the law school game, suppose it was moved every month."	354.058	357.11	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	112.401009270505	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--It would still not be a vessel. And you don't have to look any further than this Court's Evansville case."	357.11	363.948	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	196.595176005893	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"That would be indefinitely moored, in your view?"	363.948	365.948	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	111.209726268141	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"Well, I'm not sure if you'd use the term indefinitely moored at that point, but it certainly wouldn't be transformed into a vessel because look at this Court's Evansville case. The structure--"	365.948	375.756	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	189.513209318722	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"Before you get to Evansville, let's say it moved around, which is one thing, but also it had a raked bow; it wasn't square. Then -- then it starts to look more like a boat. It moves around more frequently. Its mooring -- I mean, if you have a sailboat and you pull it up to a dock, you hook up for water and plug in for power. It doesn't seem to me to be terribly significant."	375.756	394.133	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	134.67310736906	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--I think that's right if you start with something that is a vessel; the fact that you simply leave it at the dock for a long time doesn't take away vessel status. That's what this Court held in Stewart. But if you start with something that isn't a vessel -- and I give you the Roper case, which did have a raked bow; it was an old Liberty ship that had everybody agreed had been decommissioned and turned into a non-vessel. Then, they brought it in, they towed it -- Justice Ginsburg, they towed it -- they loaded it up with grain. Towed it again, let it sit still for a couple years, towed it back, unloaded the grain. And the Court said, it's not a vessel. And why did this Court say it's not a vessel? And I will quote from the opinion. It said: \"Because unlike a barge, the Harry Lane was not moved in order to transport commodities from one place to another; it served as a mobile warehouse performing its function of storing grain. \""	394.133	442.031	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	172.634951075631	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Sonia_Sotomayor"	"Counselor, can I -- can I -- I have been lost even as I have read the briefs, because there's a lot of terminology that I'm not sure -- and standards that have been proposed that -- what concepts they're tied to, okay? As I see our cases, I am -- I'm not quite sure where indefinitely moored came from. I've seen the word permanently moored. You seem to be suggesting a difference between the two things, and I'm not sure where you get the latter, indefinitely moored, from, and how that ties to the concept of purpose. Does it -- does the permanent status or indefinite mooring of a vessel not make it -- of a structure not make it a vessel, and/or does purpose get layered on top of mooring?"	442.031	493.297	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	175.476443273916	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"No. Purpose is the overall question. The way that--"	493.297	497.368	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	188.724741771495	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Sonia_Sotomayor"	"But it applies to whether something is permanently moored or floating on the sea?"	497.368	501.903	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	190.009051357684	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"--That helps you determine its purpose. So the word -- where the word indefinite comes from, Justice Sotomayor, is from the Stewart case, where this Court cited the Fifth Circuit's Pavone case with approval, which had held that an indefinitely moored floating casino was not a vessel."	501.903	515.579	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	169.033331398038	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Samuel_Alito"	"I just don't see how you can get purpose into this statutory language. It says nothing about purpose. It says, capable of being used as a means of transportation on water. How does purpose get in there? Whose purpose are we talking about?"	515.579	529.922	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	120.202684242103	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"We're talking about an objective purpose, Justice Alito--"	529.922	532.291	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	202.971794273716	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Elena_Kagan"	"Well, then you're not talking about purpose; you're talking about function, right? You're just using purpose as a kind of strange synonym for function. But you're not talking about purpose of either the homeowner or the manufacturer of the boat. You're just saying what does this -- or what does this thing, this floating home, do."	532.291	550.419	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	164.339668969501	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"--Exactly. And I'm doing -- if I can just say this directly, I'm trying to do exactly what this Court did in Cope and Evansville and Roper. The exact analysis this Court applied in those cases is precisely what we want this Court to apply here. But I think what we're--"	550.419	565.645	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	157.88549806055	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Antonin_Scalia"	"Can I ask about that definition? That definition comes from the Rules of Construction Act, right--"	565.645	571.749	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	142.656517492598	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--Yes."	571.749	572.216	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Antonin_Scalia"	"--which provides the meaning of all -- of the word vessel as used in the United States Code. Okay?"	572.216	582.391	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	146.969676076377	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"Correct."	582.391	583.741	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	429.409730967659	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Antonin_Scalia"	"What -- what meaning of vessel in the United States Code is at issue here?"	583.741	589.961	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	104.99945718233	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"The word vessel in the Maritime Lien Act, which is what provides the Federal forum, assertedly, for the plaintiff, the City, to bring this case. So the word vessel is its jurisdictional and substantive hook. Justice Sotomayor, if I can return to your question about indefinite mooring, the importance of indefinite mooring in this case, where you have something that was not a vessel to begin with, is simply to ask whether it's been transformed into a vessel, exactly as this Court asked in Roper. So is it being used for its function for which it was created and--"	589.961	623.115	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	162.426332162219	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"Aren't you just begging the question? You keep saying it was not a vessel to begin with. Why -- doesn't it just restate the question?"	623.115	629.269	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	151.322560451978	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--I'm not trying to beg the question; I'm just trying to describe our argument to you. There are some cases where--"	629.269	634.188	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	154.528248343795	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"Well, doesn't your argument beg the question?"	634.188	635.34	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	163.59643223254	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--I hope not. I'm trying to distinguish between two lines of cases, one being where you have things that were -- like the Roper case, that were made as boats, as vessels undisputedly, and now the question is whether they have been pulled out of navigation; as opposed to another set of cases, which we believe this falls into, where the question itself is whether this was ever a vessel. In those kinds of cases, the indefinite mooring shows that it's being used for its function. As a for-example, if I could give a hypothetical, maybe it would help, imagine a piece of floating dock. Now, under their test, that would be a vessel because you can unhook the dock, load it up with stuff and tow it around, if a company wanted to use that as a makeshift barge. But no maritime case has ever held that a floating dock is a vessel. But if somebody did that, then it would no longer be indefinitely moored and would be used in a different function and might be transformed into a--"	635.34	687.189	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	158.472606477001	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Samuel_Alito"	"I think you may -- you may very well have a good argument, but if you're relying either on purpose or on indefinite mooring, then you've lost me. I don't see how they get -- how you get those into the words of the statute. Suppose you have a boat, and it's tied up at the harbor here in Washington. It hasn't been moved for five years. It's indefinitely moved -- or 10 years or 20 years. But if it's capable, if you could untie it and sail it out into the river, doesn't it fall within the definition?"	687.189	717.744	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	120.981034384428	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--It absolutely does because the function of a boat is to move people or things over water. So when it's sitting still, Justice Alito, it's not performing its function."	717.744	726.099	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	157.789445066491	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Elena_Kagan"	"Right. So you are really talking about a function test. And you are using strange words, because they come out of our opinions -- kind of not your fault. But you're really saying that what should apply here is a function test. We are looking at this floating home. What does it do? Is it just a thing that sits, or is it a thing that transports things over water. Isn't that your test?"	726.099	747.18	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	182.067105730299	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"Yes, it is."	747.18	747.846	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"So it changes -- one -- the same thing is not a boat sometimes, and it is a boat. You've got a casino that's tied up for a month. During that time, it's not a boat. And then they move it around to go to the other side of the river, and during that time it is a boat?"	747.846	763.873	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	135.750358402602	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"No, this Court in Stewart rejected the snapshot test that I think is what you just described. The question is whether what -- whether it has the function of moving people and things over water or not. Now, some casinos go up and down the river--"	763.873	776.096	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	173.036528715725	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"But -- but I'm just -- the hypothetical -- the hypothetical I posed was meant to pose the question, well, sometimes things do both, and how do we tell which it is--"	776.096	785.202	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	148.385525172461	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--If it actually does the latter and is performing its function while moving, then it is a vessel. And that's what this Court held in Stewart. There's not a primary purpose test. If one of its purposes is to move people or things over water, then it's a vessel. But that's not the purpose of a floating home. That's not the purpose of a floating restaurant or something else that might be--"	785.202	805.299	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	175.305150974522	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Elena_Kagan"	"Well, how do we know that."	805.299	806.432	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	242.447168272907	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"--You could tie it up and move it."	806.432	807.484	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Elena_Kagan"	"How do we know that, Mr. Fisher? I mean, maybe these floating homes are just a poor man's houseboat, right? But the point of getting a floating home is actually to have a home that you can hook up to a boat and move from place to place, and so you don't have to, you know, have the motor running all the time or have the capacity to move it all the time, but when you want to move it on water and when you want to move your possessions on water, you have the capacity to do so."	807.484	838.17	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	180.271949828864	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"Well, with all due respect, Justice Kagan, that's not why people have floating homes. The amicus brief explains that. Don't look at -- but you don't have to look any further than the history of this. The only two times it moved any significant distance were: One, when it changed ownership; and two, when a hurricane struck, so it had to be moved. And look at your own cases. In Pavone, which this Court cited with approval in Stewart, that structure moved hundreds of miles over several years. This Court said not a vessel. The structure in Evansville moved three different ways. It moved up and down the Mississippi-Ohio River as it changed ownership several times over the course of 14 years. It also moved every winter to avoid the ice that would come in. And thirdly it was repositioned on literally almost a daily basis to accord with the stages of the river. And again, applying this Court's well settled function test, this Court said that's not a vessel."	838.17	887.4	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	172.319491395565	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"But it was still -- it was still tied to the land with roads and ramps and so forth. Here you've got the hose and the extension cord and the rope."	887.4	895.256	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	122.242258447099	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"Well, the important--"	895.256	896.406	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"And it seems -- and it seems to me, suppose you -- you want us to make some universal definition of we know what a floating home is. Suppose this -- suppose there were another owner of a structure like this, and it moved to a different slip every week to get more shade or more wind or something. Then that would be different?"	896.406	921.656	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	130.446872233345	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--It would sound to me just like the floating warehouse and office in Evansville as I just described that case. But Justice Kennedy, let me say one more thing before I reserve my time."	921.656	929.56	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	154.460058650462	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"And suppose it moved -- suppose it moved up and down the canal to get better or worse weather during different seasons."	929.56	933.798	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	102.272938815357	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"If it's simply being repositioned and not being used for a transportation purpose, that is to move people or things, then it's not a vessel. And that's exactly what this Court--"	933.798	942.804	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	159.57732993859	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Anthony_Kennedy"	"Well, I have the same problem Justice Kagan says. The whole point is that it can move. That's the whole -- that's the reason you have it."	942.804	946.922	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	141.303325528278	NA	NA	"justice"	"male"
"Jeffrey_L_Fisher"	"--That is not the point, Justice Kennedy, with all due respect. There's a difference between a floating home and a houseboat, and I urge you to look at the briefs on this point. And this comes right back to your question--"	946.922	956.127	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	155.555224730949	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Sonia_Sotomayor"	"Counsel, outside of your floating home, what other structures would be kept out of your definition of purpose or function and the city's definition of practically capable? Can you imagine any other function that's out there floating around?"	956.127	976.375	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	166.488478470929	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"--Other floating commercial--"	976.375	977.743	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	178.837510803672	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Sonia_Sotomayor"	"Because they disavow water skis and garage doors and say they're practical, capable tests with--"	977.743	984.981	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	155.927902682031	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"--Well, I'm not sure they can actually disavow that on their tests, but--"	984.981	987.516	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	141.457164642286	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"Sonia_Sotomayor"	"--Well, I know. But--"	987.516	988.266	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	178.679671949538	NA	NA	"justice"	"female"
"Jeffrey_L_Fisher"	"--Floating commercial establishments, floating pieces, floating docks, floating trampolines and play structures. And, Justice Kennedy, if I could just answer your question and reserve the rest of my time. The importance of the connecting of the utilities and the water hose, which was actually a specialized water hose, not a garden hose, but the importance of those connections is found in State codes across the country that distinguish between floating homes and houseboats, asking whether they're dependent on those connections to operate. A floating home cannot function if it's not tied to land. It doesn't matter how many amps we want to fight about, it's whether it needs that power from land, whether it needs those connections to land. A houseboat, like any other vessel, can fully function away from port. If I can reserve the remainder of my time."	988.266	1031.062	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	164.788728532268	"Jeffrey L. Fisher"	"(for the petitioner)"	"advocate"	"male"
"John_G_Roberts"	"--Thank you, counsel. Mr. Gannon."	1031.062	1043.435	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	117.971722782559	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"Mr. Chief Justice and may it please the Court: I think if I could start with Justice Kagan's questions, the government's position is that this is an objective function test and in evaluating when a structure is practically capable of being used as a means of transportation this Court has repeatedly recognized that function is important to that inquiry. It did so as recently as Stewart, when it recognized that the function of the dredge there was to carry crew and equipment across Boston Harbor in the course of dredging a trench. It also did so in the cases that Petitioner's counsel has already talked about, Evansville, Roper--"	1043.435	1073.805	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	147.026605092865	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"John_G_Roberts"	"Can I -- can I interrupt you just there on the dredging? You say the function of the dredge was to carry people and equipment. I would have said the function of the -- the dredge is to dredge in the middle of the river."	1073.805	1086.529	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	132.830314862985	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Well, the Court--"	1086.529	1087.297	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"John_G_Roberts"	"Right? And so -- and I don't know which of us would be right, so it seems to me that that function test is a very difficult one to apply."	1087.297	1094.135	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	140.33819053865	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Well, the Court in Stewart said that “ dredges ” -- and I'm quoting from page 492 -- \"serve a waterborne transportation function, because they carry crew and equipment across-- \""	1094.135	1102.224	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	144.604152519004	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"John_G_Roberts"	"Well, I know what it said. I guess I would say, obviously, it serves a waterborne function, but I'm not sure the first thing I would say when I see one of these dredges in the middle of the river is its purpose is to move people and equipment. I would say its purpose is to dredge."	1102.224	1114.615	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	134.850562133188	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Well, but in general, it needs to dredge not just in one place, because it's not just dredging a hole, it's dredging a trench. It usually needs to move in order to do that."	1114.615	1123.587	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	127.674841516197	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"John_G_Roberts"	"No, but that's saying that it has to be able to move, and I agree with that. But its purpose is still to dredge, not to move."	1123.587	1127.989	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	137.869920039783	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"Well, I think that the Court--"	1127.989	1129.558	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	293.043165404837	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"John_G_Roberts"	"You could use it if you had a -- you know, a transportation boat, right? Any equipment you need to move, you put it on another boat and drop it off. The people who work, you bring them over and drop it off."	1129.558	1137.73	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	127.62712191946	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Yeah, I think that you could do that. I think that's typically not the way the dredges that -- not the way the superscoop works in Stewart and it's not the way historic dredges worked in the case of--"	1137.73	1147.42	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	135.521818613879	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"John_G_Roberts"	"Sure it is, isn't it? I mean, the superscoop doesn't go to the -- maybe it does -- go to the shore every morning, then come right out again? They move people back and forth with other boats, don't they?"	1147.42	1155.459	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	144.97032457071	NA	NA	"justice"	"male"
