"speaker_id"	"text"	"sync_time"	"name"	"type"	"gender"
"Samuel_Alito"	"But if it's capable, if you could untie it and sail it out into the river, doesn't it fall within the definition?"	711.257	"Samuel Alito"	"justice"	"male"
"Jeffrey_L_Fisher"	"--It absolutely does because the function of a boat is to move people or things over water."	717.744	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"So when it's sitting still, Justice Alito, it's not performing its function."	722.696	"Jeffrey L. Fisher"	"advocate"	"male"
"Elena_Kagan"	"Right."	726.099	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"So you are really talking about a function test."	726.582	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"And you are using strange words, because they come out of our opinions -- kind of not your fault."	728.699	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"But you're really saying that what should apply here is a function test."	733.77	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"We are looking at this floating home."	737.388	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"What does it do?"	739.174	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"Is it just a thing that sits, or is it a thing that transports things over water."	740.274	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"Isn't that your test?"	746.411	"Elena Kagan"	"justice"	"female"
"Jeffrey_L_Fisher"	"Yes, it is."	747.18	"Jeffrey L. Fisher"	"advocate"	"male"
"John_G_Roberts"	"So it changes -- one -- the same thing is not a boat sometimes, and it is a boat."	747.846	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"You've got a casino that's tied up for a month."	753.334	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"During that time, it's not a boat."	756.786	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"And then they move it around to go to the other side of the river, and during that time it is a boat?"	758.821	"John G. Roberts"	"justice"	"male"
"Jeffrey_L_Fisher"	"No, this Court in Stewart rejected the snapshot test that I think is what you just described."	763.873	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"The question is whether what -- whether it has the function of moving people and things over water or not."	769.026	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"Now, some casinos go up and down the river--"	773.911	"Jeffrey L. Fisher"	"advocate"	"male"
"John_G_Roberts"	"But -- but I'm just -- the hypothetical -- the hypothetical I posed was meant to pose the question, well, sometimes things do both, and how do we tell which it is--"	776.096	"John G. Roberts"	"justice"	"male"
"Jeffrey_L_Fisher"	"--If it actually does the latter and is performing its function while moving, then it is a vessel."	785.202	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"And that's what this Court held in Stewart."	791.689	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"There's not a primary purpose test."	793.307	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"If one of its purposes is to move people or things over water, then it's a vessel."	794.807	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"But that's not the purpose of a floating home."	799.295	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"That's not the purpose of a floating restaurant or something else that might be--"	801.497	"Jeffrey L. Fisher"	"advocate"	"male"
"Elena_Kagan"	"Well, how do we know that."	805.299	"Elena Kagan"	"justice"	"female"
"Jeffrey_L_Fisher"	"--You could tie it up and move it."	806.432	"Jeffrey L. Fisher"	"advocate"	"male"
"Elena_Kagan"	"How do we know that, Mr. Fisher?"	807.484	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"I mean, maybe these floating homes are just a poor man's houseboat, right?"	808.634	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"But the point of getting a floating home is actually to have a home that you can hook up to a boat and move from place to place, and so you don't have to, you know, have the motor running all the time or have the capacity to move it all the time, but when you want to move it on water and when you want to move your possessions on water, you have the capacity to do so."	813.721	"Elena Kagan"	"justice"	"female"
"Jeffrey_L_Fisher"	"Well, with all due respect, Justice Kagan, that's not why people have floating homes."	838.17	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"The amicus brief explains that."	842.372	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"Don't look at -- but you don't have to look any further than the history of this."	844.257	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"The only two times it moved any significant distance were: One, when it changed ownership; and two, when a hurricane struck, so it had to be moved."	846.542	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"And look at your own cases."	853.346	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"In Pavone, which this Court cited with approval in Stewart, that structure moved hundreds of miles over several years."	855.012	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"This Court said not a vessel."	860.833	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"The structure in Evansville moved three different ways."	862.535	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"It moved up and down the Mississippi-Ohio River as it changed ownership several times over the course of 14 years."	865.237	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"It also moved every winter to avoid the ice that would come in."	871.723	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"And thirdly it was repositioned on literally almost a daily basis to accord with the stages of the river."	876.092	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"And again, applying this Court's well settled function test, this Court said that's not a vessel."	881.829	"Jeffrey L. Fisher"	"advocate"	"male"
"Anthony_Kennedy"	"But it was still -- it was still tied to the land with roads and ramps and so forth."	887.4	"Anthony Kennedy"	"justice"	"male"
"Anthony_Kennedy"	"Here you've got the hose and the extension cord and the rope."	891.804	"Anthony Kennedy"	"justice"	"male"
"Jeffrey_L_Fisher"	"Well, the important--"	895.256	"Jeffrey L. Fisher"	"advocate"	"male"
"Anthony_Kennedy"	"And it seems -- and it seems to me, suppose you -- you want us to make some universal definition of we know what a floating home is."	896.406	"Anthony Kennedy"	"justice"	"male"
"Anthony_Kennedy"	"Suppose this -- suppose there were another owner of a structure like this, and it moved to a different slip every week to get more shade or more wind or something."	906.212	"Anthony Kennedy"	"justice"	"male"
"Anthony_Kennedy"	"Then that would be different?"	919.721	"Anthony Kennedy"	"justice"	"male"
"Jeffrey_L_Fisher"	"--It would sound to me just like the floating warehouse and office in Evansville as I just described that case."	921.656	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"But Justice Kennedy, let me say one more thing before I reserve my time."	926.792	"Jeffrey L. Fisher"	"advocate"	"male"
"Anthony_Kennedy"	"And suppose it moved -- suppose it moved up and down the canal to get better or worse weather during different seasons."	929.56	"Anthony Kennedy"	"justice"	"male"
"Jeffrey_L_Fisher"	"If it's simply being repositioned and not being used for a transportation purpose, that is to move people or things, then it's not a vessel."	933.798	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"And that's exactly what this Court--"	941.802	"Jeffrey L. Fisher"	"advocate"	"male"
"Anthony_Kennedy"	"Well, I have the same problem Justice Kagan says."	942.804	"Anthony Kennedy"	"justice"	"male"
"Anthony_Kennedy"	"The whole point is that it can move."	943.954	"Anthony Kennedy"	"justice"	"male"
"Anthony_Kennedy"	"That's the whole -- that's the reason you have it."	945.456	"Anthony Kennedy"	"justice"	"male"
"Jeffrey_L_Fisher"	"--That is not the point, Justice Kennedy, with all due respect."	946.922	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"There's a difference between a floating home and a houseboat, and I urge you to look at the briefs on this point."	949.491	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"And this comes right back to your question--"	954.144	"Jeffrey L. Fisher"	"advocate"	"male"
"Sonia_Sotomayor"	"Counsel, outside of your floating home, what other structures would be kept out of your definition of purpose or function and the city's definition of practically capable?"	956.127	"Sonia Sotomayor"	"justice"	"female"
"Sonia_Sotomayor"	"Can you imagine any other function that's out there floating around?"	971.839	"Sonia Sotomayor"	"justice"	"female"
"Jeffrey_L_Fisher"	"--Other floating commercial--"	976.375	"Jeffrey L. Fisher"	"advocate"	"male"
"Sonia_Sotomayor"	"Because they disavow water skis and garage doors and say they're practical, capable tests with--"	977.743	"Sonia Sotomayor"	"justice"	"female"
"Jeffrey_L_Fisher"	"--Well, I'm not sure they can actually disavow that on their tests, but--"	984.981	"Jeffrey L. Fisher"	"advocate"	"male"
"Sonia_Sotomayor"	"--Well, I know."	987.516	"Sonia Sotomayor"	"justice"	"female"
"Sonia_Sotomayor"	"But--"	987.883	"Sonia Sotomayor"	"justice"	"female"
"Jeffrey_L_Fisher"	"--Floating commercial establishments, floating pieces, floating docks, floating trampolines and play structures."	988.266	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"And, Justice Kennedy, if I could just answer your question and reserve the rest of my time."	994.52	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"The importance of the connecting of the utilities and the water hose, which was actually a specialized water hose, not a garden hose, but the importance of those connections is found in State codes across the country that distinguish between floating homes and houseboats, asking whether they're dependent on those connections to operate."	997.454	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"A floating home cannot function if it's not tied to land."	1015.416	"Jeffrey L. Fisher"	"advocate"	"male"
